scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
labeled-data/m4s1/img0097.png,49.191,406.341,55.853,436.57300000000004,56.365,413.00199999999995,150.649,394.556
labeled-data/m4s1/img0098.png,23.058000000000003,386.869,29.72,411.465,33.819,389.43199999999996,134.764,424.275
labeled-data/m4s1/img0099.png,42.018,388.91900000000004,44.58,406.853,49.191,387.38199999999995,149.624,425.81300000000005
labeled-data/m4s1/img0100.png,72.25,391.481,72.25,409.416,86.085,387.894,179.343,424.788
labeled-data/m4s1/img0101.png,94.796,388.91900000000004,96.333,408.903,103.507,391.994,204.96400000000003,425.81300000000005
labeled-data/m4s1/img0102.png,95.30799999999999,406.341,104.01899999999999,399.167,105.044,419.151,219.31099999999998,426.837
labeled-data/m4s1/img0103.png,86.59700000000001,333.579,75.837,362.274,88.135,346.902,176.269,413.515
labeled-data/m4s1/img0104.png,44.067,259.79200000000003,42.018,278.751,53.291000000000004,261.329,122.978,360.73699999999997
labeled-data/m4s1/img0105.png,59.44,170.12,41.505,191.641,57.902,180.368,96.333,293.098
labeled-data/m4s1/img0106.png,79.42399999999999,90.184,58.415,100.945,79.42399999999999,97.35799999999999,80.44800000000001,212.65
labeled-data/m4s1/img0107.png,145.524,90.184,117.854,94.28299999999999,139.376,99.40799999999999,108.118,208.551
labeled-data/m4s1/img0108.png,232.63400000000001,75.324,204.96400000000003,81.473,225.46,97.87,143.987,187.542
labeled-data/m4s1/img0109.png,139.376,84.035,138.863,97.87,154.748,85.572,180.88099999999997,192.15400000000002
labeled-data/m4s1/img0110.png,76.34899999999999,75.837,81.473,91.721,91.721,73.78699999999999,189.592,132.714
labeled-data/m4s1/img0111.png,30.745,65.58800000000001,35.356,79.42399999999999,42.53,60.977,138.863,97.87
labeled-data/m4s1/img0112.png,29.206999999999997,104.53200000000001,36.894,109.14299999999999,36.894,89.67200000000001,143.987,89.15899999999999
labeled-data/m4s1/img0113.png,30.232,188.567,39.968,181.393,27.67,167.046,112.21799999999999,96.845
labeled-data/m4s1/img0114.png,26.645,262.35400000000004,38.431,262.35400000000004,24.596,248.519,84.54799999999999,155.773
labeled-data/m4s1/img0115.png,65.58800000000001,321.281,72.25,312.058,52.778,306.934,92.74600000000001,192.15400000000002
